"order_id","order_date","order_amount","user_id","user_name","city","membership","restaurant_id","restaurant_name","cuisine","rating"
"1667","2023-12-25","320.87","1412","User_1412","Chennai","Regular","136","Restaurant_136","Indian","3.5999999046"
"1668","2023-04-24","248.97","1166","User_1166","Bangalore","Regular","343","Restaurant_343","Mexican","4.4000000954"
"1669","2023-11-29","528.64","2860","User_2860","Hyderabad","Regular","383","Restaurant_383","Indian","3.0999999046"
"1670","2023-10-04","286.31","1303","User_1303","Chennai","Gold","253","Restaurant_253","Italian","4.5999999046"
"1671","2023-12-16","119.65","2405","User_2405","Bangalore","Regular","222","Restaurant_222","Italian","4.9000000954"
"1672","2023-12-17","516.89","2025","User_2025","Chennai","Regular","380","Restaurant_380","Italian","4.5999999046"
"1673","2023-05-07","320.88","1366","User_1366","Bangalore","Gold","313","Restaurant_313","Indian","3.9000000954"
"1674","2023-07-12","653.60","2867","User_2867","Bangalore","Regular","262","Restaurant_262","Chinese","4.9000000954"
"1675","2023-12-12","520.95","1180","User_1180","Hyderabad","Regular","171","Restaurant_171","Mexican","3.5999999046"
"1676","2023-03-21","744.26","2671","User_2671","Bangalore","Gold","305","Restaurant_305","Indian","4.5999999046"
"1677","2023-01-26","1113.64","241","User_241","Hyderabad","Regular","176","Restaurant_176","Italian","4"
"1678","2023-01-06","794.98","464","User_464","Chennai","Regular","468","Restaurant_468","Chinese","4.8000001907"
"1679","2023-09-03","626.50","1720","User_1720","Hyderabad","Regular","397","Restaurant_397","Indian","4.8000001907"
"1680","2023-12-16","900.84","1410","User_1410","Hyderabad","Regular","108","Restaurant_108","Chinese","4"
"1681","2023-10-28","970.78","2840","User_2840","Bangalore","Gold","417","Restaurant_417","Mexican","3"
"1682","2023-10-29","1339.23","1869","User_1869","Pune","Regular","134","Restaurant_134","Mexican","4.3000001907"
"1683","2023-12-05","505.71","2","User_2","Pune","Gold","333","Restaurant_333","Chinese","3.0999999046"
"1684","2023-04-08","1137.91","307","User_307","Bangalore","Regular","146","Restaurant_146","Indian","4.8000001907"
"1685","2023-11-23","146.55","1301","User_1301","Hyderabad","Regular","110","Restaurant_110","Mexican","4.1999998093"
"1686","2023-09-30","290.86","429","User_429","Hyderabad","Gold","124","Restaurant_124","Mexican","3.5"
"1687","2023-10-12","653.55","961","User_961","Bangalore","Regular","146","Restaurant_146","Indian","4.8000001907"
"1688","2023-02-16","850.21","1377","User_1377","Pune","Regular","59","Restaurant_59","Chinese","4.5999999046"
"1689","2023-04-25","214.76","1244","User_1244","Hyderabad","Gold","198","Restaurant_198","Mexican","4.0999999046"
"1690","2023-03-07","507.04","1856","User_1856","Pune","Gold","47","Restaurant_47","Indian","3.4000000954"
"1691","2023-10-05","108.72","1333","User_1333","Bangalore","Gold","218","Restaurant_218","Indian","4.0999999046"
"1692","2023-04-11","878.72","805","User_805","Pune","Gold","488","Restaurant_488","Chinese","4.0999999046"
"1693","2023-04-29","800.07","2287","User_2287","Bangalore","Gold","131","Restaurant_131","Italian","3.4000000954"
"1694","2023-09-01","315.42","1663","User_1663","Bangalore","Regular","82","Restaurant_82","Chinese","3.2999999523"
"1695","2023-11-26","901.42","2450","User_2450","Bangalore","Regular","185","Restaurant_185","Mexican","4.5"
"1696","2023-03-01","1269.98","2339","User_2339","Pune","Regular","271","Restaurant_271","Chinese","3.7999999523"
"1697","2023-07-07","588.06","2","User_2","Pune","Gold","289","Restaurant_289","Italian","4.8000001907"
"1698","2023-10-05","870.14","772","User_772","Bangalore","Gold","38","Restaurant_38","Italian","5"
"1699","2023-03-26","1295.12","413","User_413","Pune","Gold","101","Restaurant_101","Mexican","3.9000000954"
"1700","2023-04-27","640.29","493","User_493","Bangalore","Gold","225","Restaurant_225","Italian","4.1999998093"
"1701","2023-02-11","1391.94","2945","User_2945","Pune","Regular","158","Restaurant_158","Indian","4.5"
"1702","2023-02-03","398.76","1935","User_1935","Bangalore","Gold","134","Restaurant_134","Mexican","4.3000001907"
"1703","2023-02-25","1268.02","2162","User_2162","Bangalore","Gold","270","Restaurant_270","Mexican","3.7999999523"
"1704","2023-12-31","895.67","1809","User_1809","Bangalore","Gold","109","Restaurant_109","Chinese","5"
"1705","2023-10-24","446.69","806","User_806","Bangalore","Gold","255","Restaurant_255","Mexican","3.0999999046"
"1706","2023-03-02","179.20","675","User_675","Bangalore","Gold","302","Restaurant_302","Mexican","4.9000000954"
"1707","2023-12-02","695.06","1736","User_1736","Pune","Regular","224","Restaurant_224","Chinese","4.8000001907"
"1708","2023-10-07","1446.95","2191","User_2191","Pune","Gold","128","Restaurant_128","Indian","4.5"
"1709","2023-01-03","774.86","817","User_817","Hyderabad","Regular","465","Restaurant_465","Italian","4.9000000954"
"1710","2023-11-10","341.56","1575","User_1575","Bangalore","Gold","227","Restaurant_227","Italian","3.5"
"1711","2023-09-17","1217.13","1385","User_1385","Bangalore","Regular","331","Restaurant_331","Mexican","3.4000000954"
"1712","2023-06-01","865.79","764","User_764","Hyderabad","Regular","221","Restaurant_221","Chinese","3.7000000477"
"1713","2023-04-07","770.05","1717","User_1717","Bangalore","Regular","250","Restaurant_250","Mexican","3.4000000954"
"1714","2023-08-10","670.65","1330","User_1330","Chennai","Gold","31","Restaurant_31","Mexican","4.6999998093"
"1715","2023-03-04","426.32","78","User_78","Pune","Gold","396","Restaurant_396","Mexican","4.8000001907"
"1716","2023-10-27","994.79","2447","User_2447","Chennai","Regular","152","Restaurant_152","Indian","4.8000001907"
"1717","2023-01-16","512.13","843","User_843","Pune","Gold","317","Restaurant_317","Mexican","3.5"
"1718","2023-05-26","257.30","1940","User_1940","Hyderabad","Gold","148","Restaurant_148","Italian","3.2000000477"
"1719","2023-03-03","1095.65","2488","User_2488","Hyderabad","Regular","312","Restaurant_312","Chinese","3.0999999046"
"1720","2023-08-03","987.70","2414","User_2414","Hyderabad","Gold","182","Restaurant_182","Mexican","4.8000001907"
"1721","2023-01-21","725.75","2859","User_2859","Hyderabad","Regular","193","Restaurant_193","Chinese","3.7999999523"
"1722","2023-08-30","817.26","1919","User_1919","Chennai","Gold","475","Restaurant_475","Italian","4.9000000954"
"1723","2023-08-21","770.56","2948","User_2948","Hyderabad","Gold","107","Restaurant_107","Mexican","4"
"1724","2023-03-05","1430.74","2716","User_2716","Pune","Regular","72","Restaurant_72","Mexican","3.4000000954"
"1725","2023-11-29","1067.78","422","User_422","Chennai","Regular","497","Restaurant_497","Mexican","4.4000000954"
"1726","2023-11-24","296.17","2599","User_2599","Bangalore","Gold","239","Restaurant_239","Indian","4.9000000954"
"1727","2023-03-31","369.96","27","User_27","Pune","Gold","112","Restaurant_112","Chinese","3.2000000477"
"1728","2023-11-05","826.78","1631","User_1631","Bangalore","Regular","461","Restaurant_461","Italian","4.5999999046"
"1729","2023-04-08","552.75","1194","User_1194","Chennai","Regular","370","Restaurant_370","Chinese","4.4000000954"
"1730","2023-07-28","482.59","1563","User_1563","Chennai","Regular","469","Restaurant_469","Italian","3.2999999523"
"1731","2023-10-20","571.83","2684","User_2684","Pune","Regular","155","Restaurant_155","Mexican","3.0999999046"
"1732","2023-07-10","1175.65","1093","User_1093","Pune","Regular","94","Restaurant_94","Chinese","4.5"
"1733","2023-10-21","1432.70","2366","User_2366","Bangalore","Regular","484","Restaurant_484","Mexican","4.1999998093"
"1734","2023-01-22","363.85","477","User_477","Pune","Gold","110","Restaurant_110","Mexican","4.1999998093"
"1735","2023-10-11","1454.16","1166","User_1166","Bangalore","Regular","151","Restaurant_151","Chinese","3.7999999523"
"1736","2023-04-02","918.28","1877","User_1877","Pune","Regular","177","Restaurant_177","Indian","3.9000000954"
"1737","2023-11-01","1220.79","690","User_690","Hyderabad","Gold","79","Restaurant_79","Mexican","4.9000000954"
"1738","2023-07-10","759.41","2746","User_2746","Bangalore","Regular","80","Restaurant_80","Italian","3.9000000954"
"1739","2023-09-12","1397.90","2888","User_2888","Chennai","Gold","65","Restaurant_65","Mexican","3.2000000477"
"1740","2023-05-15","1185.07","1961","User_1961","Pune","Regular","75","Restaurant_75","Chinese","4.1999998093"
"1741","2023-07-26","1087.31","1799","User_1799","Chennai","Gold","140","Restaurant_140","Italian","3.2999999523"
"1742","2023-04-13","1228.15","404","User_404","Hyderabad","Gold","195","Restaurant_195","Indian","3.4000000954"
"1743","2023-03-10","1426.26","2366","User_2366","Bangalore","Regular","13","Restaurant_13","Indian","4.5999999046"
"1744","2023-12-30","785.67","2501","User_2501","Chennai","Gold","160","Restaurant_160","Chinese","4.1999998093"
"1745","2023-10-26","685.52","2335","User_2335","Hyderabad","Gold","233","Restaurant_233","Italian","4.5"
"1746","2023-12-17","690.77","480","User_480","Pune","Regular","376","Restaurant_376","Indian","3.4000000954"
"1747","2023-09-07","614.50","1375","User_1375","Pune","Regular","35","Restaurant_35","Chinese","3.9000000954"
"1748","2023-09-27","1040.27","2970","User_2970","Chennai","Regular","363","Restaurant_363","Italian","4.9000000954"
"1749","2023-12-02","486.56","2297","User_2297","Bangalore","Gold","67","Restaurant_67","Mexican","4.0999999046"
"1750","2023-08-18","643.18","1209","User_1209","Bangalore","Gold","215","Restaurant_215","Mexican","4.4000000954"
"1751","2023-09-04","840.38","588","User_588","Pune","Regular","405","Restaurant_405","Indian","4.8000001907"
"1752","2023-06-01","1053.84","476","User_476","Pune","Regular","145","Restaurant_145","Italian","3.0999999046"
"1753","2023-03-29","211.39","1058","User_1058","Hyderabad","Regular","482","Restaurant_482","Chinese","4.5"
"1754","2023-01-15","1158.54","2949","User_2949","Bangalore","Gold","45","Restaurant_45","Mexican","3"
"1755","2023-05-13","443.03","152","User_152","Chennai","Regular","268","Restaurant_268","Indian","3.7999999523"
"1756","2023-08-15","572.62","2717","User_2717","Bangalore","Regular","342","Restaurant_342","Mexican","4.0999999046"
"1757","2023-04-08","1249.47","2233","User_2233","Hyderabad","Regular","393","Restaurant_393","Italian","4.0999999046"
"1758","2023-10-17","310.35","643","User_643","Pune","Gold","345","Restaurant_345","Chinese","4.3000001907"
"1759","2023-08-28","341.38","213","User_213","Hyderabad","Gold","104","Restaurant_104","Chinese","4.9000000954"
"1760","2023-11-27","1256.14","2586","User_2586","Hyderabad","Regular","26","Restaurant_26","Chinese","4.5999999046"
"1761","2023-05-16","943.44","2026","User_2026","Chennai","Regular","335","Restaurant_335","Italian","3.9000000954"
"1762","2023-10-30","393.98","2297","User_2297","Bangalore","Gold","413","Restaurant_413","Italian","3.2999999523"
"1763","2023-02-09","688.95","1191","User_1191","Hyderabad","Regular","46","Restaurant_46","Chinese","3.5999999046"
"1764","2023-09-07","1319.21","1081","User_1081","Hyderabad","Gold","374","Restaurant_374","Mexican","3.5999999046"
"1765","2023-03-16","696.76","2491","User_2491","Bangalore","Gold","157","Restaurant_157","Italian","4.5"
"1766","2023-10-08","1119.15","2298","User_2298","Bangalore","Regular","33","Restaurant_33","Italian","4.1999998093"
"1767","2023-05-20","597.27","2892","User_2892","Hyderabad","Gold","411","Restaurant_411","Indian","4.3000001907"
"1768","2023-07-17","1109.90","7","User_7","Chennai","Gold","88","Restaurant_88","Indian","4.8000001907"
"1769","2023-04-27","853.75","2971","User_2971","Hyderabad","Regular","231","Restaurant_231","Indian","4.0999999046"
"1770","2023-04-23","971.92","421","User_421","Chennai","Gold","86","Restaurant_86","Indian","4.1999998093"
"1771","2023-11-07","901.55","2648","User_2648","Hyderabad","Regular","264","Restaurant_264","Indian","4.3000001907"
"1772","2023-10-10","1077.24","1793","User_1793","Chennai","Gold","87","Restaurant_87","Mexican","3.7999999523"
"1773","2023-02-24","1309.62","1070","User_1070","Hyderabad","Gold","213","Restaurant_213","Indian","3.7000000477"
"1774","2023-04-22","855.22","1984","User_1984","Pune","Gold","267","Restaurant_267","Chinese","4.1999998093"
"1775","2023-01-16","159.44","713","User_713","Pune","Gold","244","Restaurant_244","Italian","4.3000001907"
"1776","2023-12-11","757.79","1934","User_1934","Hyderabad","Regular","351","Restaurant_351","Mexican","4.1999998093"
"1777","2023-12-16","649.23","2626","User_2626","Bangalore","Gold","103","Restaurant_103","Mexican","4.9000000954"
"1778","2023-03-19","1217.30","2320","User_2320","Hyderabad","Gold","166","Restaurant_166","Chinese","4.5999999046"
"1779","2023-11-23","173.96","2835","User_2835","Bangalore","Gold","496","Restaurant_496","Indian","3.0999999046"
"1780","2023-12-28","873.50","1228","User_1228","Bangalore","Regular","495","Restaurant_495","Italian","4.5"
"1781","2023-09-10","130.43","2175","User_2175","Pune","Regular","187","Restaurant_187","Chinese","3.7999999523"
"1782","2023-07-08","976.43","841","User_841","Pune","Gold","355","Restaurant_355","Indian","4.1999998093"
"1783","2023-11-09","157.53","1319","User_1319","Hyderabad","Gold","349","Restaurant_349","Indian","4.5"
"1784","2023-03-01","858.23","631","User_631","Chennai","Gold","141","Restaurant_141","Mexican","3.2999999523"
"1785","2023-03-28","1429.94","1269","User_1269","Bangalore","Gold","150","Restaurant_150","Indian","4.1999998093"
"1786","2023-02-09","1340.15","1004","User_1004","Bangalore","Regular","119","Restaurant_119","Chinese","3.7000000477"
"1787","2023-01-30","1250.55","1489","User_1489","Bangalore","Regular","320","Restaurant_320","Italian","4.0999999046"
"1788","2023-05-18","1292.01","2750","User_2750","Chennai","Gold","45","Restaurant_45","Mexican","3"
"1789","2023-12-30","393.61","2742","User_2742","Hyderabad","Gold","309","Restaurant_309","Indian","4.5"
"1790","2023-05-31","820.21","2247","User_2247","Hyderabad","Regular","380","Restaurant_380","Italian","4.5999999046"
"1791","2023-02-12","1499.18","1514","User_1514","Pune","Gold","80","Restaurant_80","Italian","3.9000000954"
"1792","2023-10-13","1484.94","2116","User_2116","Chennai","Gold","387","Restaurant_387","Mexican","3.7999999523"
"1793","2023-09-02","1220.41","41","User_41","Bangalore","Regular","215","Restaurant_215","Mexican","4.4000000954"
"1794","2023-03-31","1492.87","2796","User_2796","Bangalore","Gold","474","Restaurant_474","Mexican","3.5"
"1795","2023-08-17","855.46","2585","User_2585","Pune","Gold","212","Restaurant_212","Indian","3.2000000477"
"1796","2023-06-16","755.31","1927","User_1927","Hyderabad","Gold","3","Restaurant_3","Mexican","4.3000001907"
"1797","2023-06-02","649.79","2852","User_2852","Pune","Regular","84","Restaurant_84","Chinese","3.2000000477"
"1798","2023-04-23","221.71","1973","User_1973","Bangalore","Regular","22","Restaurant_22","Chinese","5"
"1799","2023-07-10","445.07","837","User_837","Bangalore","Gold","400","Restaurant_400","Mexican","3.4000000954"
"1800","2023-09-24","1368.54","2694","User_2694","Bangalore","Regular","291","Restaurant_291","Mexican","4.3000001907"
"1801","2023-05-12","896.69","71","User_71","Chennai","Gold","183","Restaurant_183","Chinese","3.7000000477"
"1802","2023-01-12","1219.60","982","User_982","Hyderabad","Regular","98","Restaurant_98","Indian","4"
"1803","2023-05-11","171.21","2347","User_2347","Hyderabad","Regular","253","Restaurant_253","Italian","4.5999999046"
"1804","2023-02-11","846.24","875","User_875","Hyderabad","Regular","490","Restaurant_490","Italian","3.7000000477"
"1805","2023-10-27","380.67","2457","User_2457","Chennai","Gold","11","Restaurant_11","Chinese","4.9000000954"
"1806","2023-07-09","477.86","2200","User_2200","Chennai","Regular","457","Restaurant_457","Indian","3"
"1807","2023-04-23","1254.77","939","User_939","Chennai","Regular","126","Restaurant_126","Italian","4.5"
"1808","2023-01-19","601.70","2059","User_2059","Bangalore","Gold","468","Restaurant_468","Chinese","4.8000001907"
"1809","2023-10-19","1474.80","980","User_980","Chennai","Gold","452","Restaurant_452","Chinese","4.4000000954"
"1810","2023-11-27","753.99","1612","User_1612","Chennai","Gold","500","Restaurant_500","Chinese","3.2000000477"
"1811","2023-04-09","283.54","2247","User_2247","Hyderabad","Regular","468","Restaurant_468","Chinese","4.8000001907"
"1812","2023-01-01","1000.51","1531","User_1531","Bangalore","Gold","263","Restaurant_263","Indian","4.4000000954"
"1813","2023-05-26","1023.86","1593","User_1593","Chennai","Regular","76","Restaurant_76","Italian","4.6999998093"
"1814","2023-08-07","497.29","1542","User_1542","Bangalore","Regular","190","Restaurant_190","Chinese","3.0999999046"
"1815","2023-05-05","534.52","1956","User_1956","Bangalore","Regular","72","Restaurant_72","Mexican","3.4000000954"
"1816","2023-09-15","1209.30","37","User_37","Bangalore","Regular","45","Restaurant_45","Mexican","3"
"1817","2023-05-13","240.93","1806","User_1806","Chennai","Gold","460","Restaurant_460","Chinese","4.5"
"1818","2023-06-07","1458.47","837","User_837","Bangalore","Gold","228","Restaurant_228","Mexican","4.0999999046"
"1819","2023-07-11","1497.80","1492","User_1492","Bangalore","Regular","47","Restaurant_47","Indian","3.4000000954"
"1820","2023-01-07","1280.79","666","User_666","Hyderabad","Regular","354","Restaurant_354","Indian","3.7999999523"
"1821","2023-05-31","1180.79","1865","User_1865","Chennai","Regular","259","Restaurant_259","Mexican","3.7000000477"
"1822","2023-12-28","1077.09","2681","User_2681","Chennai","Gold","378","Restaurant_378","Italian","4.4000000954"
"1823","2023-05-20","1178.74","1538","User_1538","Bangalore","Regular","7","Restaurant_7","Italian","3.2000000477"
"1824","2023-04-19","560.46","423","User_423","Chennai","Gold","76","Restaurant_76","Italian","4.6999998093"
"1825","2023-10-01","347.91","1793","User_1793","Chennai","Gold","34","Restaurant_34","Chinese","4.3000001907"
"1826","2023-03-10","593.98","595","User_595","Chennai","Regular","341","Restaurant_341","Chinese","3.2000000477"
"1827","2023-06-07","1435.16","1280","User_1280","Hyderabad","Regular","475","Restaurant_475","Italian","4.9000000954"
"1828","2023-02-05","589.33","1498","User_1498","Chennai","Gold","464","Restaurant_464","Italian","3.2999999523"
"1829","2023-04-04","624.03","2167","User_2167","Hyderabad","Gold","260","Restaurant_260","Indian","4"
"1830","2023-01-10","1037.55","942","User_942","Bangalore","Regular","49","Restaurant_49","Italian","4"
"1831","2023-11-06","1153.29","1515","User_1515","Bangalore","Regular","109","Restaurant_109","Chinese","5"
"1832","2023-06-19","321.84","177","User_177","Chennai","Regular","443","Restaurant_443","Mexican","3.4000000954"
"1833","2023-10-05","1173.95","2198","User_2198","Chennai","Regular","315","Restaurant_315","Mexican","4.6999998093"
"1834","2023-01-06","1395.00","857","User_857","Pune","Regular","26","Restaurant_26","Chinese","4.5999999046"
"1835","2023-05-21","764.93","2671","User_2671","Bangalore","Gold","101","Restaurant_101","Mexican","3.9000000954"
"1836","2023-10-28","1129.92","736","User_736","Pune","Gold","89","Restaurant_89","Indian","4.3000001907"
"1837","2023-03-17","1209.60","2654","User_2654","Chennai","Regular","492","Restaurant_492","Italian","4"
"1838","2023-01-20","509.81","153","User_153","Pune","Gold","184","Restaurant_184","Mexican","3.5"
"1839","2023-09-30","183.84","1184","User_1184","Pune","Gold","151","Restaurant_151","Chinese","3.7999999523"
"1840","2023-09-16","178.03","2518","User_2518","Chennai","Regular","79","Restaurant_79","Mexican","4.9000000954"
"1841","2023-03-16","1227.01","932","User_932","Hyderabad","Regular","251","Restaurant_251","Chinese","3.9000000954"
"1842","2023-04-07","1359.53","688","User_688","Hyderabad","Gold","165","Restaurant_165","Mexican","4.3000001907"
"1843","2023-08-24","997.82","2369","User_2369","Chennai","Gold","12","Restaurant_12","Mexican","3.4000000954"
"1844","2023-10-22","861.13","1027","User_1027","Chennai","Gold","472","Restaurant_472","Chinese","4.3000001907"
"1845","2023-03-17","125.28","1489","User_1489","Bangalore","Regular","390","Restaurant_390","Mexican","4.6999998093"
"1846","2023-03-01","1143.24","594","User_594","Bangalore","Gold","193","Restaurant_193","Chinese","3.7999999523"
"1847","2023-07-15","835.68","2443","User_2443","Pune","Regular","389","Restaurant_389","Italian","4.9000000954"
"1848","2023-11-25","180.11","171","User_171","Hyderabad","Regular","95","Restaurant_95","Indian","3.7000000477"
"1849","2023-08-30","581.86","1144","User_1144","Chennai","Gold","344","Restaurant_344","Indian","4.8000001907"
"1850","2023-11-10","485.46","2788","User_2788","Hyderabad","Regular","359","Restaurant_359","Mexican","4.8000001907"
"1851","2023-01-26","267.21","1257","User_1257","Bangalore","Gold","175","Restaurant_175","Chinese","4.0999999046"
"1852","2023-03-01","599.83","1199","User_1199","Pune","Gold","104","Restaurant_104","Chinese","4.9000000954"
"1853","2023-06-14","367.58","1165","User_1165","Chennai","Regular","395","Restaurant_395","Mexican","4"
"1854","2023-11-26","938.96","2005","User_2005","Bangalore","Gold","63","Restaurant_63","Italian","5"
"1855","2023-03-15","1090.14","2939","User_2939","Pune","Regular","176","Restaurant_176","Italian","4"
"1856","2023-01-18","1243.99","553","User_553","Pune","Gold","123","Restaurant_123","Chinese","4.1999998093"
"1857","2023-06-26","851.69","1023","User_1023","Hyderabad","Regular","210","Restaurant_210","Indian","4.6999998093"
"1858","2023-09-24","405.36","1962","User_1962","Pune","Gold","431","Restaurant_431","Mexican","4.5999999046"
"1859","2023-08-28","278.65","235","User_235","Hyderabad","Gold","276","Restaurant_276","Italian","3.4000000954"
"1860","2023-05-25","1316.07","731","User_731","Bangalore","Regular","42","Restaurant_42","Chinese","3.2000000477"
"1861","2023-07-27","452.91","1162","User_1162","Bangalore","Gold","404","Restaurant_404","Indian","3.7999999523"
"1862","2023-06-18","910.36","1249","User_1249","Pune","Regular","426","Restaurant_426","Chinese","3.5"
"1863","2023-05-09","1174.71","1702","User_1702","Pune","Regular","395","Restaurant_395","Mexican","4"
"1864","2023-07-08","651.13","1130","User_1130","Chennai","Gold","272","Restaurant_272","Indian","4.8000001907"
"1865","2023-12-03","865.40","57","User_57","Pune","Regular","33","Restaurant_33","Italian","4.1999998093"
"1866","2023-05-11","984.74","351","User_351","Bangalore","Gold","155","Restaurant_155","Mexican","3.0999999046"
"1867","2023-01-19","984.57","642","User_642","Bangalore","Gold","144","Restaurant_144","Chinese","4.5"
"1868","2023-01-18","1407.63","2780","User_2780","Bangalore","Regular","186","Restaurant_186","Indian","4.3000001907"
"1869","2023-10-31","240.12","2295","User_2295","Bangalore","Regular","476","Restaurant_476","Mexican","3.4000000954"
"1870","2023-08-07","1110.95","2069","User_2069","Pune","Gold","301","Restaurant_301","Italian","4.8000001907"
"1871","2023-12-22","932.10","1036","User_1036","Bangalore","Regular","94","Restaurant_94","Chinese","4.5"
"1872","2023-07-01","353.69","2730","User_2730","Bangalore","Regular","478","Restaurant_478","Chinese","3.0999999046"
"1873","2023-05-14","1131.11","2310","User_2310","Hyderabad","Gold","380","Restaurant_380","Italian","4.5999999046"
"1874","2023-10-11","680.54","1140","User_1140","Hyderabad","Regular","432","Restaurant_432","Mexican","5"
"1875","2023-05-17","1481.20","444","User_444","Pune","Gold","59","Restaurant_59","Chinese","4.5999999046"
"1876","2023-09-08","342.20","678","User_678","Bangalore","Regular","211","Restaurant_211","Chinese","3.0999999046"
"1877","2023-08-03","1394.01","2024","User_2024","Chennai","Regular","236","Restaurant_236","Italian","4.1999998093"
"1878","2023-12-05","1488.81","2621","User_2621","Hyderabad","Regular","317","Restaurant_317","Mexican","3.5"
"1879","2023-08-17","901.10","1842","User_1842","Hyderabad","Regular","371","Restaurant_371","Chinese","3.0999999046"
"1880","2023-05-12","195.70","841","User_841","Pune","Gold","477","Restaurant_477","Indian","4.0999999046"
"1881","2023-01-08","1469.86","1110","User_1110","Pune","Gold","315","Restaurant_315","Mexican","4.6999998093"
"1882","2023-04-25","237.46","2863","User_2863","Bangalore","Regular","404","Restaurant_404","Indian","3.7999999523"
"1883","2023-06-06","1231.41","903","User_903","Bangalore","Gold","100","Restaurant_100","Indian","3.2999999523"
"1884","2023-05-18","1484.31","2815","User_2815","Chennai","Regular","69","Restaurant_69","Chinese","4.9000000954"
"1885","2023-07-08","170.57","2770","User_2770","Hyderabad","Regular","154","Restaurant_154","Chinese","4.6999998093"
"1886","2023-04-05","1368.68","63","User_63","Pune","Regular","397","Restaurant_397","Indian","4.8000001907"
"1887","2023-11-23","279.69","632","User_632","Chennai","Gold","20","Restaurant_20","Indian","3.7000000477"
"1888","2023-11-18","1370.69","2259","User_2259","Bangalore","Gold","193","Restaurant_193","Chinese","3.7999999523"
"1889","2023-08-02","1447.74","1478","User_1478","Pune","Gold","72","Restaurant_72","Mexican","3.4000000954"
"1890","2023-04-19","1024.81","2693","User_2693","Pune","Regular","137","Restaurant_137","Indian","3.2000000477"
"1891","2023-03-10","1447.47","49","User_49","Chennai","Regular","491","Restaurant_491","Chinese","3"
"1892","2023-06-06","141.17","2","User_2","Pune","Gold","245","Restaurant_245","Mexican","3.5"
"1893","2023-09-22","1028.62","2701","User_2701","Chennai","Gold","115","Restaurant_115","Chinese","3.2999999523"
"1894","2023-10-31","906.42","1456","User_1456","Chennai","Regular","326","Restaurant_326","Italian","4.8000001907"
"1895","2023-04-13","389.08","1086","User_1086","Bangalore","Gold","290","Restaurant_290","Chinese","4.9000000954"
"1896","2023-08-18","461.89","1887","User_1887","Bangalore","Regular","484","Restaurant_484","Mexican","4.1999998093"
"1897","2023-11-01","790.55","139","User_139","Pune","Gold","271","Restaurant_271","Chinese","3.7999999523"
"1898","2023-01-07","874.79","2765","User_2765","Chennai","Gold","245","Restaurant_245","Mexican","3.5"
"1899","2023-07-20","903.12","845","User_845","Bangalore","Gold","147","Restaurant_147","Italian","3.2000000477"
"1900","2023-07-31","1220.07","1222","User_1222","Chennai","Regular","241","Restaurant_241","Chinese","3.9000000954"
"1901","2023-04-21","1420.31","683","User_683","Hyderabad","Regular","188","Restaurant_188","Chinese","4.5999999046"
"1902","2023-07-19","789.81","1069","User_1069","Chennai","Regular","310","Restaurant_310","Indian","4.0999999046"
"1903","2023-06-24","1016.52","1376","User_1376","Hyderabad","Gold","386","Restaurant_386","Italian","4.3000001907"
"1904","2023-09-20","224.51","452","User_452","Bangalore","Gold","306","Restaurant_306","Chinese","4.8000001907"
"1905","2023-07-12","1015.97","2698","User_2698","Hyderabad","Regular","113","Restaurant_113","Chinese","5"
"1906","2023-06-04","390.13","1358","User_1358","Chennai","Regular","183","Restaurant_183","Chinese","3.7000000477"
"1907","2023-06-08","663.05","174","User_174","Pune","Gold","476","Restaurant_476","Mexican","3.4000000954"
"1908","2023-12-29","135.01","812","User_812","Bangalore","Regular","66","Restaurant_66","Italian","4.6999998093"
"1909","2023-06-13","102.82","5","User_5","Pune","Gold","149","Restaurant_149","Mexican","3.5999999046"
"1910","2023-05-19","1058.86","2638","User_2638","Bangalore","Gold","451","Restaurant_451","Chinese","3.7000000477"
"1911","2023-01-24","1050.37","799","User_799","Chennai","Regular","354","Restaurant_354","Indian","3.7999999523"
"1912","2023-08-25","657.49","2362","User_2362","Chennai","Regular","2","Restaurant_2","Indian","4.0999999046"
"1913","2023-12-19","1334.93","2462","User_2462","Chennai","Gold","483","Restaurant_483","Chinese","4.5"
"1914","2023-12-02","415.79","1522","User_1522","Chennai","Gold","17","Restaurant_17","Indian","4.5999999046"
"1915","2023-07-16","1116.17","1578","User_1578","Pune","Gold","230","Restaurant_230","Chinese","3.5999999046"
"1916","2023-09-29","226.70","1732","User_1732","Pune","Regular","242","Restaurant_242","Mexican","4"
"1917","2023-09-25","839.82","648","User_648","Chennai","Gold","63","Restaurant_63","Italian","5"
"1918","2023-02-06","1166.90","1588","User_1588","Hyderabad","Gold","314","Restaurant_314","Indian","4.0999999046"
"1919","2023-02-20","912.88","2377","User_2377","Bangalore","Regular","468","Restaurant_468","Chinese","4.8000001907"
"1920","2023-04-23","360.97","2555","User_2555","Bangalore","Regular","125","Restaurant_125","Chinese","4.3000001907"
"1921","2023-11-22","1178.53","1839","User_1839","Hyderabad","Regular","261","Restaurant_261","Italian","3.5"
"1922","2023-06-20","758.64","804","User_804","Bangalore","Gold","53","Restaurant_53","Indian","4.5"
"1923","2023-01-29","264.98","2605","User_2605","Hyderabad","Gold","330","Restaurant_330","Italian","3.9000000954"
